"exposure" "outcome" "id.exposure" "id.outcome" "samplesize" "SNP" "b" "se" "p"
"1" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs10048404" -0.111013645147123 0.137172454984629 0.418342701291229
"2" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs10069690" 0.295921817184643 0.107872936014625 0.00608354064560544
"3" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1036902" -0.274091623405191 0.157049524857017 0.0809403196476858
"4" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1043069" -0.0657325263157895 0.136870671679198 0.631047631089506
"5" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs10437954" -0.0337969547680784 0.118060872947277 0.774673482897566
"6" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1044822" -0.117535371428571 0.163405973626374 0.4719656916988
"7" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs10743086" -0.266321855895196 0.17927201419214 0.13739181772211
"8" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs10782230" -0.0135521403508772 0.122617523809524 0.911994068484154
"9" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs11031051" 0.139268931016324 0.148857298578199 0.349485947906302
"10" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs11197813" -0.136022387562465 0.159608845086063 0.394090129038735
"11" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs112280096" 0.314254214536928 0.174211436107855 0.0712522008425723
"12" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1133400" 0.0313255197545071 0.12746614115842 0.805871418491696
"13" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs11623535" 0.0614367952522255 0.141549258160237 0.6642657801789
"14" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs11771693" -0.0310013568439928 0.159814351464435 0.846188754575634
"15" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs12042924" 0.124437783281734 0.168022990712074 0.458936165546933
"16" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs12511987" -0.156821319089642 0.166241662796098 0.345510378251706
"17" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs12572586" 0.0172250082281953 0.143147970378497 0.904221668524978
"18" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs12694277" -0.0358069631728045 0.156975133144476 0.819563868153733
"19" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs13179413" 0.0350816821515892 0.136979667481663 0.797866917948115
"20" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1332813" -0.0992797251908397 0.138420442748092 0.473230270104949
"21" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1347345" 0.209810435267857 0.154028080357143 0.173148327697049
"22" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs138877676" -0.23987206528371 0.181649624771202 0.186661274259587
"23" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs139354822" -0.207068673488032 0.160019694865704 0.195658538638142
"24" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1551355" -0.060916066252588 0.158637510351967 0.700981894233972
"25" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs17035181" -0.0608278908104442 0.121262502543235 0.615933720916581
"26" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs17115145" 0.168560675589547 0.172483664754621 0.328442489645363
"27" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1882289" 0.101700634553034 0.175407230199166 0.562051333641469
"28" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1891730" -0.0500831484593838 0.148697053221289 0.736257629810432
"29" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs190194639" 0.120349067734887 0.197256314639476 0.541785525660758
"30" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1906672" 0.0515709760589319 0.114263996316759 0.651750423102936
"31" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs1986971" 0.0879985191417754 0.12644529238536 0.486465502549181
"32" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs2300481" -0.0660986454592098 0.138717044638276 0.633718342442948
"33" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs246973" -0.00668950980392157 0.122238391265597 0.956357461868521
"34" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs260508" -0.409514067340067 0.184594303030303 0.0265238567679342
"35" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs2610990" 0.133701620676253 0.120058709677419 0.265435663608344
"36" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs2613765" 0.322185295376712 0.115229182363014 0.00517331467401823
"37" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs2745599" 0.0289055607966457 0.143412023060797 0.840263807503345
"38" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs28377357" -0.0171583834586466 0.146854054779807 0.906987084464417
"39" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs28558491" -0.199016995731057 0.160299450373533 0.21440905755599
"40" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs28578714" 0.197503587903639 0.146746591491543 0.178340592615989
"41" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs34072724" -0.233737941311325 0.124071788170564 0.0595794850921259
"42" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs34130368" 0.17499441252302 0.172270725598527 0.30971963324817
"43" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs35450617" 0.0501390366687384 0.17148202610317 0.769991096634307
"44" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs35590893" -0.102031445167286 0.138516984200743 0.461366361307974
"45" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs4129585" 0.167083241852487 0.15851560320183 0.291860400648303
"46" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs4598218" 0.179596889259878 0.152610996104619 0.239264175033631
"47" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs4651224" 0.279314675925926 0.141642474279835 0.0486130587884874
"48" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs4925159" -0.136699329241561 0.116761968434897 0.241698403886124
"49" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs4980515" -0.105728624161074 0.128115009587728 0.409222084838156
"50" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs56352451" -0.190830532128514 0.192743634538153 0.322137770774532
"51" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs6021247" -0.0185830377266046 0.124740705536502 0.881574681245888
"52" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs6739913" 0.11880992238806 0.168416250746269 0.480527731833615
"53" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs67720684" 0.10624639529181 0.148296665031878 0.473716654039193
"54" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs6788984" -0.271069108678655 0.142618545738858 0.0573467967396871
"55" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs6996733" 0.122550159404888 0.188807183846971 0.516289432609205
"56" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7023828" -0.0327100574712644 0.105165558292282 0.755774823460865
"57" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs702395" 0.214397832460733 0.14014364921466 0.12605550374876
"58" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs709668" 0.163874297553275 0.126224451460142 0.194192179471102
"59" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7187540" -0.435268652321631 0.168652066817667 0.00985523749420892
"60" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs72683923" 0.177380010236462 0.135460430955062 0.190378592911918
"61" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs72688070" 0.0237191161825726 0.129931659751037 0.855150565394852
"62" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs72844590" 0.133040993759001 0.188505564090254 0.48033308911028
"63" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs73187288" 0.205970766223612 0.17012680218921 0.226014353396686
"64" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7439567" 0.0275115329087049 0.108546564755839 0.799917603637633
"65" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7514579" 0.0881139563230066 0.157471452513966 0.575782929525834
"66" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs76719272" -0.296647815371763 0.183358220551378 0.105692907902857
"67" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7763294" -0.18028376940133 0.16100034368071 0.262810688977319
"68" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs78151625" -0.23733839658444 0.174594762808349 0.174030254414159
"69" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs78474310" 0.0263437696768848 0.135897243164872 0.846292821837075
"70" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7912283" -0.112912547606794 0.142380154400412 0.427757014468281
"71" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs79523138" 0.115755827310765 0.167562947888931 0.489678696663096
"72" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs79598313" 0.0431493013837327 0.149274346945663 0.772535162224022
"73" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7963801" -0.198822382831771 0.144131820424272 0.167756601328282
"74" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7976167" -0.0746335164835165 0.168025280830281 0.656912247573219
"75" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs7988232" 0.0108021689189189 0.17283997972973 0.950166181498469
"76" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs8014182" 0.116493302914336 0.116979152193112 0.319324634870018
"77" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs839755" -0.0865990897097625 0.119554859278804 0.468853314156235
"78" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs848445" -0.17106254491018 0.156375239520958 0.273988543506199
"79" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs912434" -0.0570666248256625 0.144787880055788 0.693478038573438
"80" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs9368222" -0.0683309865275967 0.127326757931334 0.591503529286172
"81" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs9401090" -0.0571539095907147 0.178994624312767 0.749495109899502
"82" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs9532243" -0.0151037947582134 0.0919208933185677 0.869484773833104
"83" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "rs9875380" -0.210122592368262 0.163446081162932 0.198590579073714
"84" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "All - Inverse variance weighted" -0.00228601556750507 0.0169477749927586 0.892702102546908
"85" "Systolic blood pressure" "Oral and oropharyngeal cancer" "ddN0Vx" "7oHMil" NA "All - MR Egger" 0.0620786634728945 0.0722809435515663 0.392956460487525
