"exposure" "outcome" "id.exposure" "id.outcome" "samplesize" "SNP" "b" "se" "p"
"1" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs10062049" -0.118848561287269 0.17970616658779 0.508388282713969
"2" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs10087782" -0.236064880264244 0.222746209744013 0.289238769011042
"3" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1047030" -0.499426948102246 0.306322865995352 0.103018262070938
"4" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs10906391" 0.0822341404958678 0.229189834710744 0.719742010475543
"5" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1098708" -0.440712674543502 0.292715617615467 0.132169852803357
"6" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs11026586" 0.390422041442824 0.195273760552571 0.045569695887416
"7" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs11080134" -0.421256160164271 0.325896735112936 0.196147273154344
"8" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs113134141" 0.316424091778203 0.259550420650096 0.222797212755849
"9" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs12142296" -0.0999193414918415 0.22213303030303 0.652841982699353
"10" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1232482" -0.319570164502164 0.238139463203463 0.179613689837002
"11" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1271309" 0.16006414893617 0.204016147816349 0.432708025447711
"12" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs13001283" -0.0844767614011897 0.240755234633179 0.725676616766158
"13" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1565716" -0.362292872763419 0.255910984095427 0.156863710254603
"14" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1607644" 0.57319290821256 0.272529797101449 0.0354456488374476
"15" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1706003" 0.0346112518853695 0.202752586726999 0.864454290041077
"16" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1718845" -0.671289646936656 0.301248878504673 0.0258568066379787
"17" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs17224476" -0.106890555914674 0.278756444731739 0.701382420743754
"18" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs17248480" 0.172397962085308 0.156767883096367 0.271461962196345
"19" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs17880989" -0.28090951754386 0.262933188048246 0.285354351487198
"20" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1821295" 0.146953429844098 0.217579034892353 0.499420060874086
"21" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1947228" -0.11075244658856 0.199363404548587 0.578531872140865
"22" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs1996992" 0.212706821862348 0.235997425775978 0.367423558802869
"23" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs2222544" -0.204688014184397 0.294708926038501 0.487341760013517
"24" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs2390258" -0.309274384093114 0.274677827352085 0.260185320844542
"25" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs2929184" 0.085475352233677 0.270289957044674 0.75182356053961
"26" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs34163044" -0.210937318548387 0.183922701612903 0.251431106080973
"27" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs34324971" 0.229506972477064 0.292527272727273 0.432708030636132
"28" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs34517439" -0.344191167381974 0.202235819742489 0.0887685295006431
"29" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs360153" -0.509195769431403 0.140024053208138 0.000276380663697295
"30" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs3898618" -0.527375169826224 0.248618680884676 0.0339032078470271
"31" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs4286632" -0.0330016141732283 0.220735582677165 0.881153230892131
"32" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs4411245" -0.731488866080156 0.28685073313783 0.0107701919775691
"33" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs4424827" 0.265983639240506 0.284639493670886 0.350067714408725
"34" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs45474499" -0.416054905330615 0.190950932129333 0.0293422423210485
"35" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs4634143" 0.165396501328609 0.252991798051373 0.513264954706846
"36" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs4851462" 0.13861967486819 0.244769121265378 0.571170640941714
"37" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs55684003" 0.0723989354568315 0.235493780385583 0.75851259785972
"38" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs55747751" 0.397294011116258 0.279105650764243 0.154604633528784
"39" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs55829085" 0.185448274700599 0.229003285928144 0.418051583892265
"40" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs56236159" -0.0632916964980545 0.292618809338521 0.828758575694654
"41" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs59333122" 0.189828840037418 0.439859139382601 0.666055897905393
"42" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs598682" 0.252995464006938 0.270958378143972 0.350455568039882
"43" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs603424" -0.18280415259173 0.195704630168899 0.350261648281372
"44" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs61892344" -0.739263588640275 0.31906595524957 0.0205058198180953
"45" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs62004794" 0.165363702531646 0.3003825 0.581969317550886
"46" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs62229372" 0.237239308437068 0.324462828492393 0.464671892187486
"47" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs6565174" -0.556056188907194 0.258473635365184 0.0314519615273053
"48" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs668459" 0.0759394667760459 0.211408826907301 0.719440465808116
"49" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs6777317" -0.200188421970357 0.288682153443766 0.48802331942358
"50" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs7134060" -0.487436656656657 0.272200560560561 0.0733372542672488
"51" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs7137749" 0.302158590909091 0.208272454545455 0.14683968704724
"52" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs7180952" -0.236058191056911 0.270775680894309 0.383325650762862
"53" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs73033340" 0.148645917659805 0.187478511375948 0.427854094894134
"54" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs73049928" -0.244236161096829 0.306428748928878 0.425427438697883
"55" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs75507123" -0.0584997349570201 0.268650436962751 0.827620706786036
"56" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs7606205" -0.074066628003314 0.227583670256835 0.744842106414866
"57" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs8069739" -0.0268411552680222 0.235410147874307 0.909222982317168
"58" "Diastolic blood pressure" "Oral and oropharyngeal cancer" "wWJ9EI" "NcEcx5" NA "rs875106" 0.0850147247329499 0.231473960558751 0.71341349456944
